nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Taman S PARMAN Food Street,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman S PARMAN Food Street Daerah Khusus ibukota Jakarta,"-6.1712813,106.7899942",Taman,-6.1712813,106.7899942
Tamanim,Papua Selatan,Asmat,Tamanim Asmat,"-5.6242264,139.2877041",Taman,-5.6242264,139.2877041
Tanah Lot,Kabupaten Tabanan Bali,Bali,tabanan,8.621066°S 115.087025°E,Alam,-8.621066,115.087025
Temple with big statue,Sumatera Utara,Kota Pematang Siantar,Temple with big statue Kota Pematang Siantar,"2.9544264,99.0689594",Alam,2.9544264,99.0689594
Traditional house,Papua,Biak Numfor,Traditional house Biak Numfor,"-0.8345133,135.9563033",Alam,-0.8345133,135.9563033
Tugu,Nusa Tenggara Timur,Sikka,Tugu Sikka,"-8.5420458,122.0961769",Monumen,-8.5420458,122.0961769
Tugu  Mei  Telaga Langsat,Kalimantan Selatan,Hulu Sungai Selatan,Tugu  Mei  Telaga Langsat Hulu Sungai Selatan,"-2.7309428,115.3246169",Monumen,-2.7309428,115.3246169
Tugu  Januari  Perang Kemerdekaan Negara,Kalimantan Selatan,Hulu Sungai Selatan,Tugu  Januari  Perang Kemerdekaan Negara Hulu Sungai Selatan,"-2.5817713,115.1158696",Monumen,-2.5817713,115.1158696
Tugu  Februari Pagatan,Kalimantan Selatan,Tanah Bumbu,Tugu  Februari Pagatan Tanah Bumbu,"-3.608829,115.932738",Monumen,-3.608829,115.932738
Tugu Adipura,Kalimantan Selatan,Banjarmasin,Tugu Adipura Banjarmasin,"-3.3272184,114.5898977",Monumen,-3.3272184,114.5898977
Tugu Adipura Bundaran Loceret,Jawa Timur,Nganjuk,Tugu Adipura Bundaran Loceret Nganjuk,"-7.6468715,111.8926795",Monumen,-7.6468715,111.8926795
Tugu Adipura Kencana,Bali,Tabanan,Tugu Adipura Kencana Tabanan,"-8.5370332,115.1108946",Monumen,-8.5370332,115.1108946
Tugu Adipura Kota Negara,Bali,Jembrana,Tugu Adipura Kota Negara Jembrana,"-8.3608889,114.6349587",Monumen,-8.3608889,114.6349587
Tugu Adipura Kota Tenggarong,Kalimantan Timur,Kutai Kartanegara,Tugu Adipura Kota Tenggarong Kutai Kartanegara,"-0.4149427,116.9911145",Monumen,-0.4149427,116.9911145
Tugu Adipura Mojosari,Jawa Timur,Mojokerto,Tugu Adipura Mojosari Mojokerto,"-7.5180536,112.5579131",Monumen,-7.5180536,112.5579131
Tugu Adipura Nganjuk Kota,Jawa Timur,Nganjuk,Tugu Adipura Nganjuk Kota Nganjuk,"-7.5994031,111.9000574",Monumen,-7.5994031,111.9000574
Tugu Adipura Rembang,Jawa Tengah,Rembang,Tugu Adipura Rembang Rembang,"-6.7042396,111.3420286",Monumen,-6.7042396,111.3420286
Tugu Adipura Tanjungbalai,Sumatera Utara,Tanjungbalai,Tugu Adipura Tanjungbalai Tanjungbalai,"2.9588838,99.7999812",Monumen,2.9588838,99.7999812
Tugu Adipura Trenggalek,Jawa Timur,Trenggalek,Tugu Adipura Trenggalek Trenggalek,"-8.0483186,111.7093052",Monumen,-8.0483186,111.7093052
Tugu Adipura,Sumatera Barat,Payakumbuh,Tugu Adipura Payakumbuh,"-0.2245258,100.631893",Monumen,-0.2245258,100.631893
Tugu Air,Nusa Tenggara Timur,Sikka,Tugu Air Sikka,"-8.5442744,122.0878558",Monumen,-8.5442744,122.0878558
Tugu Air Bangis,Sumatera Barat,Pasaman Barat,Tugu Air Bangis Pasaman Barat,"0.2152465,99.3660691",Monumen,0.2152465,99.3660691
Tugu Air Mancur Rumah Gub Sumbar,Sumatera Barat,Padang,Tugu Air Mancur Rumah Gub Sumbar Padang,"-0.9385858,100.3614935",Monumen,-0.9385858,100.3614935
TUGU ANTRIDA,Lampung,Tulang Bawang,TUGU ANTRIDA Tulang Bawang,"-4.2854489,105.2991934",Monumen,-4.2854489,105.2991934
Tugu Anugerah Adipura,Kalimantan Selatan,Hulu Sungai Tengah,Tugu Anugerah Adipura Hulu Sungai Tengah,"-2.587555,115.3753234",Monumen,-2.587555,115.3753234
Tugu Api Pancasila,DKI Jakarta,Jakarta Timur,Tugu Api Pancasila Jakarta Timur,"-6.3020593,106.8898541",Monumen,-6.3020593,106.8898541
Tugu Arun,Aceh,Lhokseumawe,Tugu Arun Lhokseumawe,"5.2191157,97.0488637",Monumen,5.2191157,97.0488637
Tugu Asem Pendek,Jawa Barat,Kabupaten Cirebon,Tugu Asem Pendek Kabupaten Cirebon,"-6.7182354,108.4853645",Monumen,-6.7182354,108.4853645
TUGU ASMAULHUSNA CIGADUNG,Banten,Pandeglang,TUGU ASMAULHUSNA CIGADUNG Pandeglang,"-6.284673,106.1177822",Monumen,-6.284673,106.1177822
Tugu Babiola,Sumatera Barat,Pesisir Selatan,Tugu Babiola Pesisir Selatan,"-1.3395679,100.5808602",Monumen,-1.3395679,100.5808602
Tugu Bakti Muda,Jawa Tengah,Wonogiri,Jl Pelang Giriwarno Kec Girimarto Kabupaten Wonogiri Jawa Tengah,"-7.7625939,111.0726518",Monumen,-7.7625939,111.0726518
Tugu Baleendah,Jawa Barat,Kabupaten Bandung,Tugu Baleendah Kabupaten Bandung,"-7.0082334,107.6261833",Monumen,-7.0082334,107.6261833
Tugu Bambu,Jawa Barat,Jawa,Tugu Bambu Jawa,"-6.2704086,107.1156082",Monumen,-6.2704086,107.1156082
Tugu Bambu Pringsewu,Lampung,Pringsewu,Tugu Bambu Pringsewu Pringsewu,"-5.3721346,105.0120469",Monumen,-5.3721346,105.0120469
Tugu Bambu Runcing,Riau,Pekanbaru,Tugu Bambu Runcing Pekanbaru,"0.5253175,101.4526301",Monumen,0.5253175,101.4526301
Tugu Bank Aceh Kota Subulussalam,Aceh,Subulussalam,Tugu Bank Aceh Kota Subulussalam Subulussalam,"2.642313,98.0021953",Monumen,2.642313,98.0021953
Tugu Bank Indonesia,Kalimantan Barat,Sintang,Tugu Bank Indonesia Sintang,"0.0696699,111.4963925",Monumen,0.0696699,111.4963925
Tugu Banndeng Pati,Jawa Tengah,Pati,Tugu Banndeng Pati Pati,"-6.778982,110.9927805",Monumen,-6.778982,110.9927805
Tugu Batas Bantan,Riau,Bengkalis,Tugu Batas Bantan Bengkalis,"1.4949532,102.142475",Monumen,1.4949532,102.142475
TUGU BATAS CANGGUKOTA BESI,Lampung,Lampung Barat,TUGU BATAS CANGGUKOTA BESI Lampung Barat,"-5.0243798,104.1720588",Monumen,-5.0243798,104.1720588
TUGU BATAS CANGGUPEKON BALAK,Lampung,Lampung Barat,TUGU BATAS CANGGUPEKON BALAK Lampung Barat,"-5.0157856,104.1654962",Monumen,-5.0157856,104.1654962
Tugu Batas Desa Patemon  Bojongsari,Jawa Tengah,Purbalingga,Tugu Batas Desa Patemon  Bojongsari Purbalingga,"-7.3526277,109.3565734",Monumen,-7.3526277,109.3565734
TUGU BATAS DUSUN MC BAJI,Sulawesi Selatan,Sulawesi,TUGU BATAS DUSUN MC BAJI Sulawesi,"-5.5291666,119.6353692",Monumen,-5.5291666,119.6353692
tugu batas kecamatan,Kalimantan Tengah,Murung Raya,tugu batas kecamatan Murung Raya,"-0.6266769,114.5507647",Monumen,-0.6266769,114.5507647
Tugu Batas Kota Cirebon,Jawa Barat,Kabupaten Cirebon,Jalan Laut Arafuru,"-6.7210406,108.5464354",Monumen,-6.7210406,108.5464354
Tugu batas Stan,Daerah Istimewa Yogyakarta,Sleman,Tugu batas Stan  Sleman,"-7.7604908,110.4329147",Monumen,-7.7604908,110.4329147
Tugu Batas Wilayah Kota Bekasi dan Kab Bekasi,Jawa Barat,Bekasi,Tugu Batas Wilayah Kota Bekasi dan Kab Bekasi Bekasi,"-6.2044792,107.0328187",Monumen,-6.2044792,107.0328187
Tugu Batik Rembang,Jawa Tengah,Rembang,Tugu Batik Rembang Rembang,"-6.710398,111.3415643",Monumen,-6.710398,111.3415643
Tugu Bawang,Riau,Bengkalis,Tugu Bawang Bengkalis,"1.4914304,102.089593",Monumen,1.4914304,102.089593
Tugu Belopa,Sulawesi Selatan,Sulawesi,Tugu Belopa Sulawesi,"-3.4048152,120.3563426",Monumen,-3.4048152,120.3563426
Tugu Bendo,Jawa Tengah,Sukoharjo,Tugu Bendo Sukoharjo,"-7.6068547,110.8703518",Monumen,-7.6068547,110.8703518
Tugu Benteng Pancasila,Jawa Barat,Subang,Tugu Benteng Pancasila Subang,"-6.5725012,107.7609511",Monumen,-6.5725012,107.7609511
Tugu Beradat,Riau,Rokan Hulu,Tugu Beradat Rokan Hulu,"1.0803956,100.5376111",Monumen,1.0803956,100.5376111
Tugu Bersatu,Riau,Kampar,Tugu Bersatu Kampar,"0.2411581,101.3006166",Monumen,0.2411581,101.3006166
Tugu Bhineka Tunggal Ika,Daerah Istimewa Yogyakarta,Sleman,Tugu Bhineka Tunggal Ika Sleman,"-7.8072209,110.4619474",Monumen,-7.8072209,110.4619474
Tugu Bina Baru,Riau,Kampar,Tugu Bina Baru Kampar,"0.2315047,101.2605879",Monumen,0.2315047,101.2605879
Tugu Binarundak,Sulawesi Utara,Kotamobagu,Tugu Binarundak Kotamobagu,"0.7177754,124.3218389",Monumen,0.7177754,124.3218389
Tugu Bondokapaka,Nusa Tenggara Timur,Sumba Barat,Tugu Bondokapaka Sumba Barat,"-9.4937844,119.4239189",Monumen,-9.4937844,119.4239189
Tugu Boto,Jawa Tengah,Karanganyar,Tugu Boto Karanganyar,"-7.5328799,110.7916127",Monumen,-7.5328799,110.7916127
Tugu Botol Kecap,Jawa Barat,Majalengka,Tugu Botol Kecap Majalengka,"-6.8335908,108.2445338",Monumen,-6.8335908,108.2445338
TUGU BRI,Jawa Tengah,Cilacap,TUGU BRI Cilacap,"-7.2989366,108.7585464",Monumen,-7.2989366,108.7585464
Tugu Bubur Ayam,Jawa Barat,Cianjur,Tugu Bubur Ayam Cianjur,"-6.7508056,107.0469594",Monumen,-6.7508056,107.0469594
Tugu Bumi Gora,Nusa Tenggara Barat,Mataram,Tugu Bumi Gora,"-8.5320268,118.6882218",Monumen,-8.5320268,118.6882218
Tugu Bundaran KB,Kalimantan Tengah,Kotawaringin Timur,Tugu Bundaran KB Kotawaringin Timur,"-2.5704992,112.9505133",Monumen,-2.5704992,112.9505133
Tugu Bundaran Simpang Dado Pasar Buah Kota Jambi,Jambi,Jambi,Tugu Bundaran Simpang Dado Pasar Buah Kota Jambi Jambi,"-1.5932203,103.6171043",Monumen,-1.5932203,103.6171043
Tugu Bunderan Stainless UNYKuningan,Daerah Istimewa Yogyakarta,Sleman,Tugu Bunderan Stainless UNYKuningan Sleman,"-7.7725325,110.3827261",Monumen,-7.7725325,110.3827261
Tugu Burung Enggang,Kalimantan Selatan,Hulu Sungai Tengah,Tugu Burung Enggang Hulu Sungai Tengah,"-2.5940416,115.3708171",Monumen,-2.5940416,115.3708171
Tugu Burung Enggang Pasar Panas Perbatasan KalselKalteng,Kalimantan Tengah,Barito Timur,Tugu Burung Enggang Pasar Panas Perbatasan KalselKalteng Barito Timur,"-2.1982417,115.2402817",Monumen,-2.1982417,115.2402817
Tugu Carano,Riau,Kuantan Singingi,Tugu Carano Kuantan Singingi,"-0.5197354,101.5331787",Monumen,-0.5197354,101.5331787
Tugu Cawan Persaudaraan,Maluku,Ambon,Tugu Cawan Persaudaraan Ambon,"-3.6968958,128.2856132",Monumen,-3.6968958,128.2856132
Tugu Cembengan,Jawa Tengah,Surakarta,Tugu Cembengan Surakarta,"-7.5577384,110.8475468",Monumen,-7.5577384,110.8475468
Tugu Cengkeh,Maluku Utara,Ternate,Tugu Cengkeh Ternate,"0.7609941,127.3121614",Monumen,0.7609941,127.3121614
Tugu Cinta Damai,Kalimantan Utara,Bulungan,Tugu Cinta Damai Bulungan,"2.8559633,117.3633277",Monumen,2.8559633,117.3633277
Tugu Darussalam,Aceh,Banda Aceh,Tugu Darussalam Banda Aceh,"5.5720598,95.3699403",Monumen,5.5720598,95.3699403
Tugu Dawe,Jawa Tengah,Kudus,Tugu Dawe Kudus,"-6.7373341,110.8663055",Monumen,-6.7373341,110.8663055
Tugu Desa Kelawat,Riau,Indragiri Hulu,Tugu Desa Kelawat Indragiri Hulu,"-0.395242,102.2207443",Monumen,-0.395242,102.2207443
Tugu Desa Wisata Diro,Daerah Istimewa Yogyakarta,Sendangmulyo,Tugu Desa Wisata Diro Sendangmulyo,"-7.7352982,110.2317116",Monumen,-7.7352982,110.2317116
Tugu Diponegoro Karanggede,Jawa Tengah,Boyolali,Tugu Diponegoro Karanggede Boyolali,"-7.3606435,110.6396981",Monumen,-7.3606435,110.6396981
Tugu Djalan Pedati,Jawa Barat,Subang,Tugu Djalan Pedati Subang,"-6.7798366,107.7091987",Monumen,-6.7798366,107.7091987
Tugu Dodol Kandangan,Kalimantan Selatan,Hulu Sungai Selatan,Tugu Dodol Kandangan Hulu Sungai Selatan,"-2.7862849,115.2658655",Monumen,-2.7862849,115.2658655
Tugu Durian,Sumatera Utara,Gunungsitoli,Tugu Durian Gunungsitoli,"1.2922979,97.6199372",Monumen,1.2922979,97.6199372
Tugu Durian Biih,Kalimantan Selatan,Banjar,Tugu Durian Biih Banjar,"-3.4147957,114.958666",Monumen,-3.4147957,114.958666
Tugu Dwikora,Kalimantan Utara,Nunukan,Tugu Dwikora Nunukan,"4.1408956,117.6508431",Monumen,4.1408956,117.6508431
Tugu Eks Markas Divisi IV ALRI Jelatang,Kalimantan Selatan,Hulu Sungai Selatan,Tugu Eks Markas Divisi IV ALRI Jelatang Hulu Sungai Selatan,"-2.8380134,115.2929762",Monumen,-2.8380134,115.2929762
Tugu Ela Mego,Nusa Tenggara Timur,Sikka,Tugu Ela Mego Sikka,"-8.711909,122.0773718",Monumen,-8.711909,122.0773718
Tugu Empat Marga,Lampung,Tulang Bawang Barat,Tugu Empat Marga Tulang Bawang Barat,"-4.4874864,105.1060255",Monumen,-4.4874864,105.1060255
Tugu Equator Pangkalan Lesung,Riau,Pelalawan,Tugu Equator Pangkalan Lesung Pelalawan,"-0.0002986,102.1100378",Monumen,-0.0002986,102.1100378
Tugu FKH  FaPet,Daerah Istimewa Yogyakarta,Sleman,Tugu FKH  FaPet Sleman,"-7.7679392,110.3850982",Monumen,-7.7679392,110.3850982
Tugu FTZ,Kepulauan Riau,Bintan,Tugu FTZ Bintan,"1.1179301,104.6134123",Monumen,1.1179301,104.6134123
Tugu Gada Rujak Polo,Jawa Tengah,Purwokerto,Tugu Gada Rujak Polo Purwokerto,"-7.423933,109.223425",Monumen,-7.423933,109.223425
Tugu Gajah,Bengkulu,Bengkulu Utara,Tugu Gajah Bengkulu Utara,"-3.2385554,101.6206683",Monumen,-3.2385554,101.6206683
Tugu Ganesha,Bengkulu,Bengkulu Utara,Tugu Ganesha Bengkulu Utara,"-3.1665352,101.7134763",Monumen,-3.1665352,101.7134763
Tugu Gapensi,Papua Barat,Fakfak,Tugu Gapensi,"-2.9275824,132.3040318",Monumen,-2.9275824,132.3040318
Tugu Garuda,Jawa Tengah,Jepara,Tugu Garuda Jepara,"-6.5906189,110.6673444",Monumen,-6.5906189,110.6673444
TUGU GARUDA,Lampung,Tulang Bawang,TUGU GARUDA Tulang Bawang,"-4.4965023,105.2414038",Monumen,-4.4965023,105.2414038
Tugu Gatotkaca Cisontrol,Jawa Barat,Ciamis,Tugu Gatotkaca Cisontrol Ciamis,"-7.2185846,108.5116616",Monumen,-7.2185846,108.5116616
Tugu Gelas PsModern,Jawa Barat,Jawa,Jl Harapan Indah Bulevard,"-6.1700261,106.9746125",Monumen,-6.1700261,106.9746125
Tugu Gemerlang,Lampung,Metro,Tugu Gemerlang Metro,"-5.1162674,105.3097812",Monumen,-5.1162674,105.3097812
Tugu Gempa Padang,Sumatera Barat,Padang,Tugu Gempa Padang Padang,"-0.956299,100.3564109",Monumen,-0.956299,100.3564109
Tugu Gerdu Laut,Jawa Timur,Tuban,Tugu Gerdu Laut Tuban,"-6.8868998,112.0524298",Monumen,-6.8868998,112.0524298
Tugu Gerilya Jendral Sudirman,Jawa Timur,Madiun,Tugu Gerilya Jendral Sudirman Madiun,"-7.7825989,111.7118946",Monumen,-7.7825989,111.7118946
Tugu Gong Sibolong,Jawa Barat,Depok,Tugu Gong Sibolong Depok,"-6.3686191,106.8081231",Monumen,-6.3686191,106.8081231
Tugu Gula Habang,Kalimantan Selatan,Balangan,Tugu Gula Habang Balangan,"-2.3403943,115.3764151",Monumen,-2.3403943,115.3764151
Tugu Hari Jadi Kota Pelaihari,Kalimantan Selatan,Tanah Laut,Tugu Hari Jadi Kota Pelaihari Tanah Laut,"-3.7902156,114.7757861",Monumen,-3.7902156,114.7757861
Tugu Haruai,Kalimantan Selatan,Tabalong,Tugu Haruai Tabalong,"-2.0164466,115.5098046",Monumen,-2.0164466,115.5098046
Tugu Haurgeulis,Jawa Barat,Indramayu,Tugu Haurgeulis Indramayu,"-6.4589963,107.9436578",Monumen,-6.4589963,107.9436578
Tugu Hiu,Bengkulu,Bengkulu,Tugu Hiu Bengkulu,"-3.7666283,102.3108886",Monumen,-3.7666283,102.3108886
Tugu Hombo Batu,Sumatera Utara,Nias Selatan,Tugu Hombo Batu Nias Selatan,"0.5681137,97.819162",Monumen,0.5681137,97.819162
Tugu Ibukota Kabupaten,Sulawesi Utara,Sulawesi,Tugu Ibukota Kabupaten Sulawesi,"3.9994517,126.6777875",Monumen,3.9994517,126.6777875
Tugu Ikan,Jambi,Bungo,Tugu Ikan Bungo,"-1.5563122,102.1791467",Monumen,-1.5563122,102.1791467
Tugu Ikan Kelabau,Kalimantan Selatan,Banjarmasin,Tugu Ikan Kelabau Banjarmasin,"-3.3235917,114.5890507",Monumen,-3.3235917,114.5890507
Tugu Ikan Patin,Riau,Indragiri Hulu,Tugu Ikan Patin Indragiri Hulu,"-0.3894411,102.4426683",Monumen,-0.3894411,102.4426683
Tugu Ikan Todak,Kalimantan Selatan,Kotabaru,Tugu Ikan Todak Kotabaru,"-3.3374158,116.1673227",Monumen,-3.3374158,116.1673227
Tugu Institut Teknologi Indonesia,Banten,Tangerang Selatan,Jalan Puspiptek,"-6.3441192,106.6759687",Monumen,-6.3441192,106.6759687
Tugu Ireng,Jawa Tengah,Karanganyar,Tugu Ireng Karanganyar,"-7.5265232,110.8567544",Monumen,-7.5265232,110.8567544
Tugu Itik Alabio,Kalimantan Selatan,Hulu Sungai Utara,Tugu Itik Alabio Hulu Sungai Utara,"-2.4197927,115.2529706",Monumen,-2.4197927,115.2529706
Tugu Jala Uden,Sumatera Utara,Samosir,Tugu Jala Uden Samosir,"2.6780183,98.6908746",Monumen,2.6780183,98.6908746
Tugu Jam,Sulawesi Utara,Bitung,Tugu Jam Bitung,"1.4443533,125.1904451",Monumen,1.4443533,125.1904451
Tugu Jam MH Thamrin,DKI Jakarta,Daerah Khusus ibukota Jakarta,Tugu Jam MH Thamrin Daerah Khusus ibukota Jakarta,"-6.1833143,106.8230255",Monumen,-6.1833143,106.8230255
Tugu Jam Selorejo,Jawa Tengah,Wonogiri,Tugu Jam Selorejo Wonogiri,"-7.7641363,111.0800619",Monumen,-7.7641363,111.0800619
Tugu Jam UII,Daerah Istimewa Yogyakarta,Sleman,Tugu Jam UII Sleman,"-7.6875271,110.4157859",Monumen,-7.6875271,110.4157859
Tugu Jayastambha,Jawa Timur,Nganjuk,Tugu Jayastambha Nganjuk,"-7.6060827,111.9002528",Monumen,-7.6060827,111.9002528
Tugu Jeruk,Sumatera Utara,Karo,Tugu Jeruk Karo,"3.205478,98.5379507",Monumen,3.205478,98.5379507
Tugu Jong Sumatranen Bond,Sumatera Barat,Padang,Tugu Jong Sumatranen Bond Padang,"-0.9563406,100.3565872",Monumen,-0.9563406,100.3565872
Tugu Juang Nanga Pinoh,Kalimantan Barat,Melawi,Tugu Juang Nanga Pinoh Melawi,"-0.3332476,111.7382399",Monumen,-0.3332476,111.7382399
Tugu Jukung Bundaran Kayutangi,Kalimantan Selatan,Banjarmasin,Tugu Jukung Bundaran Kayutangi Banjarmasin,"-3.2893717,114.5894945",Monumen,-3.2893717,114.5894945
Tugu Kabupaten Tangerang,Banten,Kabupaten Tangerang,Tugu Kabupaten Tangerang Kabupaten Tangerang,"-6.2252368,106.5061332",Monumen,-6.2252368,106.5061332
Tugu Kakao Pantai Ria Kolaka Cocoa City,Sulawesi Tenggara,Kolaka,Tugu Kakao Pantai Ria Kolaka Cocoa City Kolaka,"-4.0556712,121.5877335",Pantai,-4.0556712,121.5877335
Tugu kakap raya,Daerah Istimewa Yogyakarta,Sleman,Tugu kakap raya Sleman,"-7.7399044,110.4084816",Monumen,-7.7399044,110.4084816
Tugu Kampung Pandai Besi,Jawa Barat,Kabupaten Bandung,Jalan Sukarame Sukamahi,"-7.0871842,107.4660412",Monumen,-7.0871842,107.4660412
Tugu Karangasem,Daerah Istimewa Yogyakarta,Sleman,Tugu Karangasem Sleman,"-7.7514727,110.4125045",Monumen,-7.7514727,110.4125045
Tugu Kartasura,Jawa Tengah,Sukoharjo,Tugu Kartasura Sukoharjo,"-7.5503964,110.7367644",Monumen,-7.5503964,110.7367644
tugu kartini,Jawa Timur,Kelurahan Kepatihan,tugu kartini Kelurahan Kepatihan,"-8.2124418,114.3778214",Monumen,-8.2124418,114.3778214
Tugu Kartonyono,Jawa Timur,Ngawi,Tugu Kartonyono Ngawi,"-7.4107521,111.4433315",Monumen,-7.4107521,111.4433315
Tugu Kasongan,Daerah Istimewa Yogyakarta,Bantul,Tugu Kasongan Bantul,"-7.8450809,110.3349721",Monumen,-7.8450809,110.3349721
Tugu KB,Kalimantan Selatan,Banjarmasin,Tugu KB Banjarmasin,"-3.319017,114.5894199",Monumen,-3.319017,114.5894199
TUGU KB,Lampung,Lampung Barat,TUGU KB Lampung Barat,"-5.0995561,104.1984451",Monumen,-5.0995561,104.1984451
Tugu Kemandoran,Jawa Barat,Bekasi,Tugu Kemandoran Bekasi,"-6.2600037,106.984237",Monumen,-6.2600037,106.984237
Tugu Kepri,Kepulauan Riau,Batam,Tugu Kepri Batam,"1.1300506,104.0530595",Monumen,1.1300506,104.0530595
Tugu Keran,Nusa Tenggara Timur,Sikka,Dusun Magepanda,"-8.5499963,122.0467142",Monumen,-8.5499963,122.0467142
Tugu Keris,Jawa Tengah,Boyolali,Tugu Keris Boyolali,"-7.552447,110.6255168",Monumen,-7.552447,110.6255168
TUGU KESERASIAN,Nusa Tenggara Timur,Sumba Barat Daya,TUGU KESERASIAN Sumba Barat Daya,"-9.4372809,119.2547729",Monumen,-9.4372809,119.2547729
Tugu Khatulistiwa,Kalimantan Tengah,Murung Raya,Tugu Khatulistiwa Murung Raya,"-0.0002736,114.3334267",Monumen,-0.0002736,114.3334267
Tugu Khatulistiwa  Equator Monument,Kalimantan Barat,Pontianak,Tugu Khatulistiwa  Equator Monument Pontianak,"0.0009066,109.3221509",Monumen,0.0009066,109.3221509
Tugu Khatulistiwa Santan Ulu,Kalimantan Timur,Kutai Kartanegara,Tugu Khatulistiwa Santan Ulu Kutai Kartanegara,"-7.12e-05,117.36327",Monumen,-7.12E-05,117.36327
Tugu Kijang,Kalimantan Selatan,Kotabaru,Tugu Kijang Kotabaru,"-3.201707,115.9971042",Monumen,-3.201707,115.9971042
Tugu Kirab,Sulawesi Tenggara,Baubau,Tugu Kirab Baubau,"-5.4620469,122.6019748",Monumen,-5.4620469,122.6019748
TUGU KLEGO,Jawa Tengah,Boyolali,TUGU KLEGO Boyolali,"-7.3557091,110.6916454",Monumen,-7.3557091,110.6916454
Tugu KM  Utara Miangas,Sulawesi Utara,Kepulauan Sangihe,Tugu KM  Utara Miangas Kepulauan Sangihe,"5.5500698,126.5779964",Monumen,5.5500698,126.5779964
Tugu Kodim  Bukit Barisan,Riau,Bengkalis,Tugu Kodim  Bukit Barisan Bengkalis,"1.4294358,101.1766577",Monumen,1.4294358,101.1766577
Tugu Kodim  Bukit Barisan,Riau,Rokan Hilir,Tugu Kodim  Bukit Barisan Rokan Hilir,"1.5491824,101.1775333",Monumen,1.5491824,101.1775333
Tugu Koperasi,Sulawesi Selatan,Sulawesi,Tugu Koperasi Sulawesi,"-5.65786,119.7272704",Monumen,-5.65786,119.7272704
Tugu Kota Pasuruan,Jawa Timur,Kota Pasuruan,Tugu Kota Pasuruan Kota Pasuruan,"-7.6419326,112.9066795",Monumen,-7.6419326,112.9066795
Tugu Kota Tangerang Selatan,Banten,Tangerang Selatan,Tugu Kota Tangerang Selatan Tangerang Selatan,"-6.3180295,106.6803449",Monumen,-6.3180295,106.6803449
Tugu Kujang,Jawa Barat,Bogor,Tugu Kujang Bogor,"-6.6014214,106.8050561",Monumen,-6.6014214,106.8050561
Tugu Kuning,Lampung,Tulang Bawang,Tugu Kuning Tulang Bawang,"-4.2954996,105.2304038",Monumen,-4.2954996,105.2304038
Tugu Lampu Gentur,Jawa Barat,Cianjur,Tugu Lampu Gentur Cianjur,"-6.8146773,107.1318285",Monumen,-6.8146773,107.1318285
Tugu Lapulu,Sulawesi Tenggara,Kendari,Tugu Lapulu Kendari,"-3.9819724,122.5838731",Monumen,-3.9819724,122.5838731
Tugu Latsitarda Trenggalek,Jawa Timur,Trenggalek,Tugu Latsitarda Trenggalek Trenggalek,"-8.0553692,111.7083222",Monumen,-8.0553692,111.7083222
Tugu Lawet Kebumen,Jawa Tengah,Kebumen,Tugu Lawet Kebumen Kebumen,"-7.6708648,109.6609063",Monumen,-7.6708648,109.6609063
Tugu Lembuswana,Kalimantan Timur,Kutai Kartanegara,Tugu Lembuswana Kutai Kartanegara,"-0.1921764,116.8793629",Monumen,-0.1921764,116.8793629
Tugu Lilin,Jawa Tengah,Surakarta,Tugu Lilin Surakarta,"-7.5676663,110.7838034",Monumen,-7.5676663,110.7838034
Tugu Lilin Baturan,Jawa Tengah,Karanganyar,Tugu Lilin Baturan Karanganyar,"-7.5445049,110.784225",Monumen,-7.5445049,110.784225
Tugu Lilin Kaligawe,Jawa Tengah,Klaten,Tugu Lilin Kaligawe Klaten,"-7.6690363,110.7139113",Monumen,-7.6690363,110.7139113
Tugu Lonsum,Jawa Barat,Kabupaten Bandung,Tugu Lonsum Kabupaten Bandung,"-7.2307262,107.6572803",Monumen,-7.2307262,107.6572803
Tugu LumbaLumba,Riau,Rokan Hilir,Tugu LumbaLumba Rokan Hilir,"2.0874185,100.6521157",Monumen,2.0874185,100.6521157
Tugu Macan Dahan,Kalimantan Timur,Kutai Barat,Tugu Macan Dahan Kutai Barat,"-0.2305924,115.7021519",Monumen,-0.2305924,115.7021519
TUGU MACAN SIMO,Jawa Tengah,Boyolali,TUGU MACAN SIMO Boyolali,"-7.43926,110.6782052",Monumen,-7.43926,110.6782052
Tugu Makam Raja Silahisabungan,Sumatera Utara,Dairi,Tugu Makam Raja Silahisabungan Dairi,"2.8126678,98.5283464",Monumen,2.8126678,98.5283464
Tugu Mamaos,Jawa Barat,Cianjur,Tugu Mamaos Cianjur,"-6.8446044,107.1262387",Monumen,-6.8446044,107.1262387
Tugu Mandiri,Sulawesi Selatan,Makassar,Tugu Mandiri Makassar,"-5.1318482,119.4052736",Monumen,-5.1318482,119.4052736
Tugu Manggis,DKI Jakarta,Daerah Khusus ibukota Jakarta,Tugu Manggis Daerah Khusus ibukota Jakarta,"-6.1880694,106.7834704",Monumen,-6.1880694,106.7834704
Tugu Mangkok Pancasila,Jawa Tengah,Karanganyar,Tugu Mangkok Pancasila Karanganyar,"-7.5295863,110.7757526",Monumen,-7.5295863,110.7757526
Tugu Manunggal,Sumatera Barat,Tanah Datar,Tugu Manunggal Tanah Datar,"-0.4638187,100.5530066",Monumen,-0.4638187,100.5530066
